Site,Type,Classification,Date,Time,Duration,Depth,Visibility,Weather,Current,Boats,Researcher,Parrotfish,Rabbitfish,Butterflyfish,Angelfish,Cleaner_Wrasse,Batfish,Thicklip,Red_Breast,Slingjaw,Sweetlips,Squirrel_Soldier,Triggerfish,Porcupine_Puffer,Ray,Brown_Stripe_Snapper,Russels_Snapper,lrg_Snapper,Eel,Trevally,Emperorfish,sml_Grouper,lrg_Grouper,Barracuda,total_N
Sattakut Wreck,Artificial,Shipwreck,10/08/2025,9:37,8,20,7,3,None,6,SK,6.0,15.0,11.0,0.0,0.0,0.0,0,4.0,0.0,0,0.0,0.0,0.0,0,58.0,45.0,3.0,0,3.0,1.0,0.0,2,0,148.0
Hin Pee Wee,Natural,Pinnacle,10/08/2025,9:54,6,18,12,3,None,6,Agathe,9.0,27.0,8.0,3.0,0.0,0.0,0,4.0,0.0,0,0.0,1.0,0.0,0,0.0,21.0,1.0,0,0.0,35.0,0.0,6,NA,115.0
Hin Pee Wee,Natural,Pinnacle,10/08/2025,9:54,6,18,12,3,None,6,SK,5.0,15.0,10.0,1.0,0.0,0.0,0,5.0,0.0,0,0.0,1.0,0.0,0,11.0,7.0,1.0,0,3.0,40.0,0.0,2,100,201.0
Aow Mao,Natural,Fringing,10/15/2025,13:08,8,11,15,2,None,1,Marianna,11.0,12.0,20.0,2.0,1.0,0.0,1,4.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,8.0,0,0,60.0
Aow Mao,Natural,Fringing,10/15/2025,13:08,8,11,15,2,None,1,Lily,7.0,12.0,10.0,1.0,0.0,0.0,1,4.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,2.0,4.0,1,0,43.0
Aow Mao,Natural,Fringing,10/15/2025,13:16,8,11,15,2,None,1,Marianna,11.0,15.0,18.0,0.0,2.0,0.0,3,4.0,1.0,0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,6.0,0,0,63.0
Aow Mao,Natural,Fringing,10/15/2025,13:16,8,11,15,2,None,1,Lily,12.0,12.0,14.0,0.0,3.0,0.0,4,2.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,6.0,0,0,56.0
Aow Mao,Natural,Fringing,10/15/2025,13:34,8,11,15,2,None,1,Marianna,10.0,11.0,18.0,0.0,1.0,0.0,0,3.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,0.0,6.0,0,0,50.0
Aow Mao,Natural,Fringing,10/15/2025,13:34,8,11,15,2,None,1,Lily,7.0,9.0,9.0,0.0,3.0,0.0,1,2.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,1.0,0.0,7.0,0,0,41.0
Chumphon,Natural,Pinnacle,10/20/2025,9:30,8,23,8,3,None,3,Mathys,4.0,38.0,12.0,2.0,1.0,0.0,0,1.0,0.0,0,6.0,2.0,0.0,0,70.0,0.0,7.0,0,17.0,0.0,18.0,8,80,266.0
Chumphon,Natural,Pinnacle,10/20/2025,9:30,8,23,8,3,None,3,Liam,4.0,38.0,7.0,2.0,0.0,0.0,0,1.0,0.0,0,5.0,0.0,0.0,0,81.0,0.0,12.0,0,3.0,0.0,18.0,4,80,255.0
Chumphon,Natural,Pinnacle,10/20/2025,9:30,8,20,9,3,None,3,Agathe,5.0,12.0,20.0,1.0,5.0,0.0,0,1.0,0.0,2,20.0,0.0,0.0,0,73.0,0.0,4.0,0,0.0,0.0,25.0,5,100,273.0
Chumphon,Natural,Pinnacle,10/20/2025,9:30,8,20,9,3,None,3,Allie,5.0,44.0,40.0,2.0,4.0,0.0,0,2.0,0.0,2,22.0,0.0,0.0,0,79.0,0.0,5.0,0,0.0,0.0,39.0,15,125,384.0
Chumphon,Natural,Pinnacle,10/20/2025,7:20,8,18,11,3,None,3,Maddy,7.0,56.0,9.0,3.0,2.0,0.0,0,0.0,0.0,1,3.0,0.0,0.0,0,13.0,14.0,7.0,0,2.0,0.0,5.0,1,14,137.0
Chumphon,Natural,Pinnacle,10/20/2025,9:30,8,18,11,3,None,3,Maddy,2.0,64.0,12.0,1.0,1.0,0.0,0,0.0,0.0,5,0.0,0.0,0.0,0,34.0,0.0,11.0,0,2.0,0.0,9.0,1,90,232.0
Chumphon,Natural,Pinnacle,10/20/2025,9:30,8,16.4,11,3,None,3,Nicole,3.0,50.0,20.0,1.0,1.0,0.0,0,1.0,0.0,0,23.0,0.0,0.0,0,29.0,0.0,10.0,0,4.0,0.0,34.0,7,25,208.0
Chumphon,Natural,Pinnacle,10/20/2025,9:30,8,16.4,11,3,None,3,Ruby,3.0,19.0,16.0,1.0,0.0,0.0,0,1.0,0.0,0,6.0,0.0,0.0,0,47.0,0.0,10.0,0,2.0,1.0,5.0,7,125,243.0
Chumphon,Natural,Pinnacle,10/20/2025,9:30,8,23,8,3,None,3,Thomas,4.0,27.0,11.0,1.0,8.0,0.0,0,0.0,0.0,0,6.0,0.0,0.0,0,8.0,0.0,0.0,0,0.0,0.0,59.0,2,36,162.0
Chumphon,Natural,Pinnacle,10/20/2025,9:30,8,23,8,3,None,3,Jake,9.0,8.0,15.0,3.0,12.0,0.0,0,0.0,0.0,0,9.0,0.0,0.0,0,15.0,0.0,0.0,0,1.0,0.0,95.0,2,32,201.0
Aow Mao Wreck,Artificial,Shipwreck,10/20/2025,15:18,8,24,5,3,None,1,SK,2.0,23.0,12.0,0.0,0.0,0.0,0,0.0,0.0,3,0.0,0.0,0.0,1,0.0,25.0,17.0,0,0.0,20.0,0.0,4,0,107.0
Aow Mao Wreck,Artificial,Shipwreck,10/20/2025,15:18,8,24,5,3,None,1,Mathys,1.0,13.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,30.0,17.0,0,0.0,5.0,0.0,2,0,76.0
Green Rock,Natural,Fringing,10/21/2025,7:30,8,16,12,3,Light,3,Mathys,20.0,6.0,15.0,2.0,3.0,0.0,0,3.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,0.0,12.0,0,0,67.0
Green Rock,Natural,Fringing,10/21/2025,7:30,8,16,12,3,Light,3,Liam,19.0,8.0,14.0,3.0,3.0,0.0,0,4.0,2.0,0,0.0,2.0,0.0,0,0.0,0.0,0.0,0,2.0,0.0,9.0,0,0,66.0
Southwest,Natural,Pinnacle,10/24/2025,7:54,8,15.4,10,3,None ,4,Agathe,6.0,175.0,9.0,0.0,4.0,0.0,0,0.0,0.0,0,32.0,0.0,0.0,0,9.0,58.0,0.0,0,5.0,2.0,15.0,1,0,316.0
Southwest,Natural,Pinnacle,10/24/2025,8:02,8,15.4,10,3,None ,4,Agathe,6.0,325.0,6.0,3.0,3.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0,0.0,7.0,0.0,0,8.0,0.0,6.0,2,355,722.0
Southwest,Natural,Pinnacle,10/24/2025,7:53,8,15,10,3,None,4,Simone,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0
Southwest,Natural,Pinnacle,10/24/2025,7:53,8,15,10,3,None,4,Tilda,3.0,130.0,25.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,7.0,12.0,0.0,0,3.0,4.0,1.0,4,0,190.0
Southwest,Natural,Pinnacle,10/24/2025,7:54,8,15.5,8,2,None,1,Simone,6.0,88.0,14.0,1.0,1.0,0.0,0,0.0,0.0,0,7.0,0.0,0.0,0,10.0,11.0,0.0,0,2.0,2.0,48.0,4,0,194.0
Southwest,Natural,Pinnacle,10/24/2025,7:56,8,15.5,8,2,None,1,Marianna,5.0,140.0,10.0,2.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,18.0,10.0,0.0,0,5.0,1.0,7.0,4,15,218.0
Southwest,Natural,Pinnacle,10/24/2025,7:55,8,16,8,3,None,1,Lily,5.0,150.0,10.0,2.0,0.0,0.0,0,0.0,0.0,0,4.0,0.0,0.0,0,16.0,10.0,0.0,0,1.0,2.0,13.0,4,17,234.0
Southwest,Natural,Pinnacle,10/24/2025,7:58,8,20,10,3,None,1,SK,5.0,88.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0,16.0,0.0,0.0,0,13.0,6.0,0.0,0,3.0,1.0,16.0,5,19,181.0
Shark Island,Natural,Pinnacle,01/27/2026,9:45,8,15,15,2,None,3,Felix,10.0,16.0,12.0,1.0,12.0,2.0,2,0.0,1.0,1,0.0,0.0,0.0,0,1.0,1.0,0.0,0,2.0,0.0,31.0,5,0,97.0
Shark Island,Natural,Pinnacle,01/27/2026,9:45,8,15,15,2,None,3,Callum,4.0,11.0,11.0,1.0,5.0,1.0,1,0.0,0.0,1,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1.0,0.0,22.0,1,0,61.0
Shark Island,Natural,Pinnacle,01/27/2026,9:57,8,15,15,2,None,3,Felix,5.0,8.0,19.0,0.0,9.0,33.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,3.0,0.0,47.0,5,0,130.0
Shark Island,Natural,Pinnacle,01/27/2026,9:57,8,15,15,2,None,3,Callum,6.0,2.0,9.0,2.0,5.0,4.0,1,2.0,0.0,2,0.0,0.0,0.0,0,1.0,0.0,0.0,0,4.0,2.0,15.0,2,0,57.0
Shark island,Natural,Pinnacle,01/27/2026,9:47,8,15,12,2,None,3,Michelle,3.0,15.0,10.0,0.0,6.0,1.0,0,2.0,0.0,3,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,2.0,12.0,2,0,57.0
Shark island,Natural,Pinnacle,01/27/2026,9:47,8,15,12,2,None,3,Lewis,5.0,13.0,8.0,0.0,10.0,0.0,2,1.0,0.0,1,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0.0,1.0,33.0,1,0,76.0
Shark island,Natural,Pinnacle,01/27/2026,9:49,8,15,12,2,None,3,Michelle,4.0,0.0,8.0,0.0,1.0,0.0,0,1.0,0.0,1,0.0,1.0,0.0,0,0.0,2.0,2.0,0,2.0,3.0,11.0,4,0,40.0
Shark island,Natural,Pinnacle,01/27/2026,9:49,8,15,12,2,None,3,Lewis,5.0,4.0,8.0,0.0,2.0,0.0,1,2.0,0.0,3,0.0,0.0,0.0,0,0.0,1.0,1.0,0,4.0,9.0,17.0,2,0,59.0
Shark island,Natural,Pinnacle,01/27/2026,9:45,8,17,12,2,None,2,Beth,11.0,9.0,15.0,1.0,4.0,0.0,1,3.0,0.0,0,4.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,21.0,5,0,75.0
Shark island,Natural,Pinnacle,01/27/2026,9:45,8,17,12,2,None,2,Elena,8.0,13.0,9.0,2.0,8.0,3.0,1,2.0,1.0,2,0.0,1.0,0.0,0,2.0,2.0,3.0,0,0.0,6.0,35.0,5,0,103.0
Shark island,Natural,Pinnacle,01/27/2026,9:55,8,19,7,2,None,3,Beth,7.0,9.0,15.0,2.0,6.0,1.0,3,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.0,4.0,21.0,12,0,86.0
Shark island,Natural,Pinnacle,01/27/2026,9:55,8,19,7,2,None,3,Elena,5.0,10.0,13.0,0.0,12.0,0.0,6,2.0,1.0,0,0.0,0.0,0.0,0,0.0,5.0,0.0,0,5.0,18.0,30.0,5,0,112.0
Shark island,Natural,Pinnacle,01/27/2026,9:55,8,19,7,2,None,3,Jasmine,8.0,11.0,16.0,0.0,11.0,0.0,2,2.0,0.0,2,0.0,3.0,0.0,0,0.0,1.0,0.0,0,0.0,4.0,25.0,3,0,88.0
Shark island,Natural,Pinnacle,01/27/2026,9:55,8,19,7,2,None,3,Lowri,13.0,15.0,15.0,0.0,8.0,0.0,2,1.0,4.0,1,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,26.0,3,0,89.0
Shark island,Natural,Pinnacle,01/27/2026,9:55,8,19,7,2,None,3,Jasmine,8.0,2.0,12.0,1.0,1.0,1.0,0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,0.0,1.0,0,2.0,3.0,22.0,0,0,58.0
Shark island,Natural,Pinnacle,01/27/2026,9:55,8,19,7,2,None,3,Lowri,15.0,12.0,12.0,0.0,11.0,30.0,2,3.0,9.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,0.0,4.0,22.0,3,0,124.0
Chumphon,Natural,Pinnacle,01/28/2026,8:05,8,22,10,3,Light,6,Vic,354.0,141.0,0.0,7.0,0.0,0.0,0,2.0,0.0,0,0.0,0.0,0.0,6,148.0,0.0,0.0,1,4.0,0.0,0.0,1,221,885.0
Chumphon,Natural,Pinnacle,01/28/2026,8:05,8,22,10,3,Light,6,Lauriane,0.0,173.0,9.0,321.0,0.0,60.0,0,14.0,0.0,0,0.0,0.0,0.0,11,220.0,2.0,0.0,20,3.0,0.0,2.0,5,70,910.0
Sattakut,Artificial,Shipwreck,01/28/2026,10:12,8,22,3,3,None,5,Lauriane,6.0,7.0,13.0,0.0,0.0,0.0,0,2.0,0.0,0,0.0,0.0,0.0,0,83.0,23.0,5.0,0,3.0,0.0,1.0,3,30,176.0
Sattakut,Artificial,Shipwreck,01/28/2026,10:12,8,22,3,3,None,5,Jackson ,4.0,4.0,12.0,0.0,0.0,0.0,0,2.0,0.0,0,0.0,1.0,1.0,0,55.0,22.0,5.0,0,1.0,3.0,8.0,4,35,157.0
Aow Mao Wreck,Artificial,Shipwreck,02/11/2026,13:21,8,24,7,3,None,2,Jackson,2.0,7.0,10.0,0.0,0.0,2.0,0,0.0,0.0,2,0.0,0.0,0.0,0,0.0,28.0,17.0,0,0.0,22.0,0.0,4,0,94.0
Aow Mao Wreck,Artificial,Shipwreck,02/12/2026,13:21,8,24,7,3,None,2,Louis,2.0,7.0,7.0,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,35.0,25.0,0,0.0,22.0,1.0,3,0,104.0
Aow Mao Wall,Natural,Fringing,02/11/2026,13:06,8,11.1,10,3,None,2,Jasmine,31.0,24.0,13.0,0.0,2.0,0.0,2,3.0,1.0,0,2.0,0.0,0.0,0,4.0,0.0,0.0,0,0.0,0.0,9.0,0,0,91.0
Aow Mao Wall,Natural,Fringing,02/12/2026,13:06,8,11.1,10,3,None,2,Ruby,18.0,39.0,16.0,0.0,7.0,0.0,3,2.0,1.0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,0,0.0,2.0,5.0,2,0,100.0
Tanote Blocks,Artificial,Cubes,02/11/2026,14:39,8,7,6,3,None,4,Callum,12.0,4.0,7.0,0.0,0.0,0.0,0,7.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,1.0,1.0,0,0,37.0
Tanote Blocks,Artificial,Cubes,02/11/2026,14:39,8,7,6,3,None,4,Lewis,13.0,4.0,10.0,2.0,2.0,0.0,0,13.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,3.0,0,0,55.0
No Name Wreck,Artificial,Shipwreck,02/12/2026,7:15,8,25,4,3,None,3,Scar,6.0,12.0,8.0,0.0,2.0,0.0,0,0.0,0.0,2,0.0,1.0,0.0,0,0.0,0.0,4.0,0,5.0,0.0,1.0,1,0,42.0
No Name Wreck,Artificial,Shipwreck,02/12/2026,7:15,8,25,4,3,None,3,Steph,4.0,15.0,4.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,1.0,0.0,0.0,0,0,27.0
No Name Pinnacle,Natural,Pinnacle,02/12/2026,7:15,8,20,4,3,None,3,Scar,6.0,2.0,9.0,0.0,4.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,6.0,4.0,8.0,0,0,40.0
No Name Pinnacle,Natural,Pinnacle,02/12/2026,7:15,8,20,4,3,None,3,Steph,3.0,0.0,7.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,3.0,15.0,0,0,31.0
White Rock,Natural,Fringing,02/12/2026,9:17,8,12.1,8,2,None,12,Vic,6.0,4.0,9.0,0.0,4.0,0.0,2,3.0,0.0,0,24.0,0.0,0.0,0,30.0,0.0,0.0,0,2.0,2.0,21.0,0,0,107.0
White Rock,Natural,Fringing,02/12/2026,9:17,8,10.1,8,2,None,12,Jackson,11.0,2.0,11.0,0.0,5.0,0.0,1,4.0,2.0,0,7.0,0.0,0.0,0,17.0,0.0,0.0,0,3.0,0.0,17.0,0,0,80.0
White Rock,Natural,Fringing,02/12/2026,9:17,8,10.1,8,2,None,12,Michael,8.0,1.0,13.0,0.0,0.0,0.0,0,5.0,0.0,0,9.0,0.0,0.0,0,24.0,0.0,0.0,0,0.0,0.0,16.0,3,0,79.0
White Rock,Natural,Fringing,02/12/2026,9:26,8,12.1,8,2,None,12,Vic,7.0,40.0,0.0,1.0,4.0,0.0,0,12.0,0.0,0,2.0,0.0,0.0,0,4.0,2.0,0.0,0,0.0,3.0,11.0,0,0,86.0
White Rock,Natural,Fringing,02/12/2026,9:26,8,10.1,8,2,None,12,Jackson,12.0,2.0,16.0,1.0,2.0,0.0,1,8.0,1.0,0,1.0,0.0,0.0,0,12.0,2.0,0.0,0,0.0,1.0,27.0,0,0,86.0
White Rock,Natural,Fringing,02/12/2026,9:26,8,10.1,8,2,None,12,Michael,3.0,0.0,15.0,2.0,3.0,0.0,0,3.0,0.0,0,4.0,0.0,0.0,0,7.0,0.0,2.0,0,1.0,3.0,12.0,0,0,55.0
White Rock,Natural,Fringing,02/12/2026,9:35,8,12.1,8,2,None,12,Vic,24.0,3.0,19.0,0.0,6.0,0.0,0,12.0,0.0,0,12.0,0.0,1.0,0,38.0,0.0,0.0,0,3.0,8.0,28.0,1,0,155.0
White Rock,Natural,Fringing,02/12/2026,9:35,8,10.1,8,2,None,12,Jackson,10.0,9.0,22.0,0.0,7.0,0.0,2,11.0,2.0,0,27.0,0.0,0.0,0,37.0,0.0,0.0,0,23.0,2.0,72.0,7,0,231.0
White Rock,Natural,Fringing,02/12/2026,9:35,8,10.1,8,2,None,12,Michael,3.0,3.0,20.0,0.0,2.0,0.0,0,5.0,1.0,0,6.0,0.0,0.0,0,45.0,0.0,0.0,0,0.0,2.0,25.0,3,0,115.0
White Rock,Natural,Fringing,02/12/2026,9:17,8,12.1,8,2,None,12,Kass,6.0,6.0,11.0,0.0,3.0,0.0,1,5.0,0.0,0,36.0,1.0,0.0,0,19.0,0.0,0.0,0,1.0,1.0,40.0,0,0,130.0
White Rock,Natural,Fringing,02/12/2026,9:26,8,12.1,8,2,None,12,Kass,3.0,1.0,19.0,2.0,2.0,0.0,0,7.0,0.0,0,0.0,0.0,0.0,0,11.0,2.0,1.0,0,0.0,0.0,26.0,1,0,75.0
White Rock,Natural,Fringing,02/12/2026,9:35,8,12.1,8,2,None,12,Kass,11.0,4.0,31.0,1.0,3.0,0.0,2,7.0,1.0,0,59.0,0.0,1.0,1,23.0,0.0,0.0,0,2.0,1.0,48.0,2,0,197.0
Green Rock,Natural,Fringing,02/16/2026,07:24,8,11,12,4,None,3,Steph,32.0,37.0,15.0,2.0,6.0,0.0,1,0.0,4.0,0,1.0,0.0,0.0,0,17.0,0.0,0.0,0,0.0,0.0,9.0,0,0,124.0
Green Rock,Natural,Fringing,02/16/2026,07:24,8,11,12,4,None,3,Celine,29.0,34.0,18.0,2.0,4.0,0.0,0,1.0,3.0,0,0.0,1.0,1.0,0,14.0,0.0,0.0,0,0.0,0.0,14.0,0,0,121.0
Green Rock,Natural,Fringing,02/16/2026,07:38,8,11,12,4,None,3,Steph,40.0,29.0,29.0,3.0,4.0,0.0,0,3.0,1.0,0,0.0,1.0,0.0,0,10.0,0.0,0.0,0,0.0,0.0,14.0,3,160,297.0
Green Rock,Natural,Fringing,02/16/2026,07:38,8,11,12,4,None,3,Celine,37.0,21.0,32.0,2.0,4.0,0.0,0,4.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,17.0,0,130,248.0
Green Rock,Natural,Fringing,02/16/2026,7:24,8,11,12,4,None,3,Jackson,22.0,12.0,11.0,0.0,4.0,0.0,2,1.0,0.0,0,0.0,3.0,0.0,0,15.0,0.0,0.0,0,2.0,2.0,8.0,0,0,82.0
Green Rock,Natural,Fringing,02/16/2026,7:24,8,11,12,4,None,3,Lauriane,30.0,17.0,25.0,2.0,2.0,0.0,3,3.0,2.0,0,0.0,3.0,0.0,0,9.0,0.0,0.0,0,1.0,1.0,10.0,0,4,112.0
Green Rock,Natural,Fringing,02/16/2026,7:32,8,11,12,4,None,3,Jackson,44.0,32.0,12.0,2.0,2.0,0.0,2,2.0,0.0,0,0.0,4.0,0.0,0,12.0,0.0,0.0,0,0.0,0.0,22.0,0,189,323.0
Green Rock,Natural,Fringing,02/16/2026,7:32,8,11,12,4,None,3,Lauriane,57.0,26.0,23.0,7.0,2.0,0.0,1,3.0,2.0,0,2.0,6.0,0.0,0,11.0,0.0,0.0,0,0.0,0.0,26.0,5,167,338.0
Chumphon,Natural,Pinnacle,02/17/2026,07:58,8,15,6,2,None,8,Callum,1.0,37.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,0.0,1.0,0,4.0,0.0,4.0,2,56,113.0
Chumphon,Natural,Pinnacle,02/17/2026,07:58,8,15,6,2,None,8,Lewis,4.0,35.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1,3.0,0.0,6.0,2,42,97.0
Chumphon,Natural,Pinnacle,02/17/2026,8:19,8,15,15,2,Light,8,Callum,1.0,22.0,1.0,2.0,1.0,0.0,0,0.0,0.0,0,2.0,0.0,0.0,0,0.0,0.0,6.0,0,3.0,0.0,5.0,2,0,45.0
Chumphon,Natural,Pinnacle,02/17/2026,8:19,8,15,15,2,Light,8,Lewis,3.0,1.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,7.0,0,4.0,0.0,3.0,1,519,543.0
Sattakut,Artificial,Shipwreck,02/17/2026,9:41,8,15.3,10,3,None,4,Ruby,1.0,0.0,5.0,0.0,0.0,0.0,0,2.0,0.0,0,0.0,0.0,0.0,0,25.0,51.0,0.0,0,1.0,0.0,1.0,1,21,108.0
Sattakut,Artificial,Shipwreck,02/17/2026,9:41,8,15.3,10,3,None,4,Jasmine ,0.0,0.0,7.0,0.0,0.0,0.0,0,2.0,0.0,0,0.0,0.0,0.0,0,37.0,69.0,0.0,0,0.0,0.0,0.0,0,25,140.0
Sattakut,Artificial,Shipwreck,02/17/2026,9:40,8,16.7,5,3,None,4,Vic,5.0,2.0,8.0,0.0,0.0,0.0,0,3.0,0.0,1,10.0,2.0,0.0,0,46.0,60.0,4.0,0,8.0,26.0,0.0,0,14,189.0
Sattakut,Artificial,Shipwreck,02/17/2026,9:40,8,16.7,5,3,None,4,Lauriane,3.0,5.0,12.0,0.0,5.0,0.0,0,2.0,0.0,0,8.0,1.0,0.0,0,47.0,36.0,3.0,0,7.0,1.0,4.0,2,20,156.0
Shark Island,Natural,Pinnacle,02/19/2026,7:23,8,12,15,2,Light,1,Vic,33.0,13.0,12.0,1.0,7.0,5.0,1,2.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,10.0,1,0,86.0
Shark Island,Natural,Pinnacle,02/19/2026,7:23,8,12,15,2,Light,1,Lewis,4.0,16.0,6.0,1.0,7.0,4.0,1,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,6.0,0.0,9.0,2,0,57.0
Shark Island,Natural,Pinnacle,02/19/2026,7:34,8,12,15,2,Light,1,Vic ,4.0,27.0,9.0,3.0,11.0,5.0,4,2.0,0.0,0,4.0,1.0,0.0,0,0.0,0.0,0.0,0,2.0,2.0,34.0,5,0,113.0
Shark Island,Natural,Pinnacle,02/19/2026,7:34,8,12,15,2,Light,1,Lewis,6.0,30.0,11.0,3.0,7.0,2.0,1,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,7.0,0.0,8.0,6,0,82.0
Shark Island,Natural,Pinnacle,02/19/2026,7:24,8,14,7,2,Light,1,Callum,17.0,28.0,9.0,3.0,6.0,4.0,2,0.0,0.0,0,0.0,1.0,0.0,0,1.0,0.0,1.0,0,4.0,4.0,6.0,4,0,90.0
Shark Island,Natural,Pinnacle,02/19/2026,7:24,8,14,7,2,Light,1,Beth,36.0,19.0,6.0,2.0,12.0,4.0,0,1.0,0.0,0,0.0,2.0,0.0,0,0.0,0.0,0.0,0,14.0,8.0,9.0,6,0,119.0
Hin Pee Wee,Natural,Pinnacle,02/17/2026,9:50,8,12,10,2,None,4,Callum,1.0,3.0,7.0,2.0,3.0,0.0,0,1.0,0.0,2,0.0,1.0,0.0,0,0.0,15.0,0.0,0,15.0,40.0,7.0,0,1,98.0
Hin Pee Wee,Natural,Pinnacle,02/17/2026,9:50,8,12,10,2,None,4,Lewis,2.0,4.0,11.0,1.0,2.0,0.0,0,2.0,0.0,1,0.0,0.0,0.0,0,0.0,14.0,3.0,0,14.0,42.0,10.0,0,1,107.0
Aow Leuk,Artificial,Blocks,02/19/2026,13:08,8,10,8,4,None,1,Jasmine,7.0,14.0,18.0,0.0,4.0,0.0,3,7.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,2.0,12.0,6,0,75.0
Aow Leuk,Artificial,Blocks,02/19/2026,13:08,8,10,8,4,None,1,Felix,10.0,17.0,14.0,2.0,4.0,0.0,1,7.0,4.0,0,1.0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,1.0,11.0,4,0,77.0
Aow Leuk,Artificial,Blocks,02/19/2026,13:08,8,10,8,4,None,1,Jasmine,9.0,22.0,17.0,0.0,2.0,0.0,3,9.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3.0,9.0,1,0,75.0
Aow Leuk,Artificial,Blocks,02/19/2026,13:08,8,10,8,4,None,1,Felix,11.0,19.0,19.0,2.0,0.0,0.0,2,7.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,0.0,1.0,12.0,1,0,77.0
Hin Ngam,Artificial,Blocks,02/19/2026,15:00,8,10,6,3,None,1,Jasmine,24.0,22.0,7.0,0.0,3.0,4.0,0,6.0,2.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.0,5.0,2.0,0,0,84.0
Hin Ngam,Artificial,Blocks,02/19/2026,15:00,8,10,6,3,None,1,Celine,25.0,25.0,11.0,1.0,2.0,3.0,0,6.0,2.0,3,0.0,0.0,1.0,0,0.0,0.0,0.0,0,6.0,3.0,2.0,0,0,90.0
Hin Ngam,Artificial,Blocks,02/19/2026,15:10,8,10,6,3,None,1,Jasmine,8.0,22.0,9.0,0.0,0.0,3.0,2,5.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,4.0,0.0,0,0,54.0
Hin Ngam,Artificial,Blocks,02/19/2026,15:10,8,10,6,3,None,1,Celine,12.0,23.0,12.0,1.0,0.0,3.0,2,4.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,58.0
